doenca,localidade,ano,semana_epidemiologica,semana_ano,data_inicio_semana,casos_notificados,casos_confirmados,casos_fem,casos_masc,casos_0_19,casos_20_59,casos_60_mais
Influenza,Cubatão,2023,42,202342,2023-10-15,1,0,0,1,1,0,0
Influenza,Cubatão,2023,44,202344,2023-10-29,2,0,2,0,2,0,0
Influenza,Cubatão,2023,45,202345,2023-11-05,3,0,2,1,3,0,0
Influenza,Cubatão,2023,47,202347,2023-11-19,1,0,1,0,1,0,0
Influenza,Cubatão,2023,50,202350,2023-12-10,1,0,1,0,1,0,0
Influenza,Cubatão,2023,51,202351,2023-12-17,1,0,0,1,1,0,0
Influenza,Cubatão,2024,2,202402,2024-01-14,2,0,0,2,2,0,0
Influenza,Cubatão,2024,5,202405,2024-02-04,3,0,3,0,3,0,0
Influenza,Cubatão,2024,6,202406,2024-02-11,2,0,1,1,2,0,0
Influenza,Cubatão,2024,7,202407,2024-02-18,2,0,0,2,2,0,0
Influenza,Cubatão,2024,8,202408,2024-02-25,3,0,1,2,3,0,0
Influenza,Cubatão,2024,9,202409,2024-03-03,3,0,1,2,3,0,0
Influenza,Cubatão,2024,10,202410,2024-03-10,1,0,0,1,1,0,0
Influenza,Cubatão,2024,11,202411,2024-03-17,2,0,2,0,2,0,0
Influenza,Cubatão,2024,12,202412,2024-03-24,1,1,1,0,1,0,0
Influenza,Cubatão,2024,13,202413,2024-03-31,1,0,1,0,1,0,0
Influenza,Cubatão,2024,16,202416,2024-04-21,2,1,1,1,2,0,0
Influenza,Cubatão,2024,18,202418,2024-05-05,1,0,1,0,1,0,0
Influenza,Cubatão,2024,20,202420,2024-05-19,2,0,2,0,2,0,0
Influenza,Cubatão,2024,22,202422,2024-06-02,1,0,0,1,1,0,0
Influenza,Cubatão,2024,23,202423,2024-06-09,1,0,0,1,1,0,0
Influenza,Cubatão,2024,25,202425,2024-06-23,1,0,1,0,1,0,0
Influenza,Cubatão,2024,30,202430,2024-07-28,3,0,3,0,3,0,0
Influenza,Cubatão,2024,31,202431,2024-08-04,3,0,2,1,3,0,0
Influenza,Cubatão,2024,32,202432,2024-08-11,1,0,1,0,1,0,0
Influenza,Cubatão,2024,33,202433,2024-08-18,4,0,3,1,4,0,0
Influenza,Cubatão,2024,35,202435,2024-09-01,1,0,1,0,1,0,0
Influenza,Cubatão,2024,39,202439,2024-09-29,1,0,1,0,1,0,0
Influenza,Cubatão,2024,40,202440,2024-10-06,1,0,1,0,1,0,0
Influenza,Cubatão,2024,41,202441,2024-10-13,2,0,1,1,2,0,0
Influenza,Cubatão,2024,43,202443,2024-10-27,1,0,0,1,1,0,0
Influenza,Cubatão,2024,44,202444,2024-11-03,1,0,0,1,1,0,0
Influenza,Cubatão,2024,47,202447,2024-11-24,1,0,1,0,1,0,0
Influenza,Cubatão,2024,48,202448,2024-12-01,1,0,0,1,1,0,0
Influenza,Cubatão,2024,49,202449,2024-12-08,1,0,1,0,1,0,0
Influenza,Cubatão,2024,51,202451,2024-12-22,1,0,0,1,1,0,0
Influenza,Cubatão,2025,1,202501,2025-01-05,1,0,1,0,1,0,0
Influenza,Cubatão,2025,2,202502,2025-01-12,1,0,1,0,1,0,0
Influenza,Cubatão,2025,3,202503,2025-01-19,2,0,1,1,2,0,0
Influenza,Cubatão,2025,4,202504,2025-01-26,1,0,0,1,1,0,0
Influenza,Cubatão,2025,7,202507,2025-02-16,3,0,2,1,3,0,0
Influenza,Cubatão,2025,8,202508,2025-02-23,1,0,0,1,1,0,0
Influenza,Cubatão,2025,9,202509,2025-03-02,1,0,1,0,1,0,0
Influenza,Cubatão,2025,10,202510,2025-03-09,1,0,1,0,1,0,0
Influenza,Cubatão,2025,11,202511,2025-03-16,1,0,1,0,1,0,0
Influenza,Cubatão,2025,15,202515,2025-04-13,1,0,0,1,1,0,0
Influenza,Cubatão,2025,16,202516,2025-04-20,2,0,1,1,2,0,0
Influenza,Cubatão,2025,17,202517,2025-04-27,2,0,1,1,2,0,0
Influenza,Cubatão,2025,18,202518,2025-05-04,3,0,0,3,3,0,0
Influenza,Cubatão,2025,19,202519,2025-05-11,5,1,3,2,5,0,0
Influenza,Cubatão,2025,20,202520,2025-05-18,1,0,1,0,1,0,0
Influenza,Cubatão,2025,21,202521,2025-05-25,1,0,0,1,1,0,0
Influenza,Cubatão,2025,23,202523,2025-06-08,2,0,0,2,2,0,0
Influenza,Cubatão,2025,24,202524,2025-06-15,3,0,0,3,3,0,0
Influenza,Cubatão,2025,25,202525,2025-06-22,5,0,4,1,5,0,0
Influenza,Cubatão,2025,26,202526,2025-06-29,4,0,3,1,4,0,0
Influenza,Cubatão,2025,27,202527,2025-07-06,2,1,0,2,2,0,0
Influenza,Cubatão,2025,28,202528,2025-07-13,1,0,0,1,1,0,0
Influenza,Cubatão,2025,31,202531,2025-08-03,1,0,1,0,1,0,0
Influenza,Cubatão,2025,34,202534,2025-08-24,1,0,0,1,1,0,0
Influenza,Cubatão,2025,36,202536,2025-09-07,3,0,1,2,3,0,0
Influenza,Cubatão,2025,38,202538,2025-09-21,1,0,1,0,1,0,0
Influenza,Cubatão,2025,39,202539,2025-09-28,1,0,1,0,1,0,0
Influenza,Cubatão,2025,40,202540,2025-10-05,5,1,3,2,5,0,0
Influenza,Cubatão,2025,41,202541,2025-10-12,4,0,0,4,4,0,0
Influenza,Cubatão,2025,42,202542,2025-10-19,3,0,1,2,3,0,0
Influenza,Cubatão,2025,43,202543,2025-10-26,1,0,0,1,1,0,0
Influenza,Cubatão,2025,44,202544,2025-11-02,2,0,0,2,2,0,0
Influenza,Cubatão,2025,45,202545,2025-11-09,2,0,1,1,2,0,0
Influenza,Cubatão,2025,46,202546,2025-11-16,1,0,0,1,1,0,0
Influenza,Cubatão,2025,47,202547,2025-11-23,1,0,0,1,1,0,0
Influenza,Cubatão,2025,48,202548,2025-11-30,1,0,1,0,1,0,0
Influenza,Cubatão,2025,49,202549,2025-12-07,3,0,0,3,3,0,0
Influenza,Cubatão,2025,50,202550,2025-12-14,1,0,1,0,1,0,0
Influenza,Cubatão,2026,3,202603,2026-01-18,2,0,1,1,2,0,0
Influenza,Cubatão,2026,4,202604,2026-01-25,1,0,1,0,1,0,0
Influenza,Cubatão,2026,5,202605,2026-02-01,2,0,1,1,2,0,0
Influenza,Cubatão,2026,6,202606,2026-02-08,1,0,1,0,1,0,0
Influenza,Cubatão,2026,7,202607,2026-02-15,1,0,1,0,1,0,0
Influenza,Cubatão,2026,8,202608,2026-02-22,2,0,1,1,2,0,0
Influenza,Cubatão,2026,9,202609,2026-03-01,1,0,0,1,1,0,0
Influenza,Cubatão,2026,10,202610,2026-03-08,1,0,1,0,1,0,0
Influenza,Cubatão,2026,12,202612,2026-03-22,2,0,0,2,2,0,0
Influenza,Cubatão,2026,13,202613,2026-03-29,2,1,0,2,2,0,0
Influenza,Cubatão,2026,14,202614,2026-04-05,3,0,3,0,3,0,0
Influenza,Cubatão,2026,15,202615,2026-04-12,2,1,0,2,2,0,0
Influenza,Cubatão,2026,16,202616,2026-04-19,1,0,0,1,1,0,0
Influenza,Cubatão,2026,17,202617,2026-04-26,4,1,1,3,4,0,0
Influenza,Cubatão,2026,18,202618,2026-05-03,4,1,4,0,4,0,0
Influenza,Cubatão,2026,19,202619,2026-05-10,7,0,4,3,7,0,0
Influenza,Cubatão,2026,20,202620,2026-05-17,5,0,2,3,5,0,0
Influenza,Cubatão,2026,21,202621,2026-05-24,9,0,2,7,9,0,0
Influenza,Cubatão,2026,22,202622,2026-05-31,8,0,3,5,8,0,0
Influenza,Cubatão,2026,23,202623,2026-06-07,7,0,3,4,7,0,0
Influenza,Cubatão,2026,24,202624,2026-06-14,6,1,4,2,6,0,0
Influenza,Cubatão,2026,25,202625,2026-06-21,5,1,3,2,5,0,0
Influenza,Cubatão,2026,26,202626,2026-06-28,2,0,2,0,2,0,0
Influenza,Cubatão,2026,27,202627,2026-07-05,5,0,2,3,5,0,0
Influenza,Cubatão,2026,28,202628,2026-07-12,4,0,2,2,4,0,0
Influenza,Cubatão,2026,29,202629,2026-07-19,3,0,0,3,3,0,0
Influenza,Cubatão,2026,30,202630,2026-07-26,2,0,2,0,2,0,0
Influenza,Cubatão,2026,31,202631,2026-08-02,2,0,1,1,2,0,0
Influenza,Cubatão,2026,32,202632,2026-08-09,2,0,2,0,2,0,0
Influenza,Cubatão,2026,34,202634,2026-08-23,3,0,2,1,3,0,0
Influenza,Cubatão,2026,36,202636,2026-09-06,2,0,1,1,2,0,0
Influenza,Estado de São Paulo,2021,1,202101,2021-01-03,10831,10,4998,5833,10831,0,0
Influenza,Estado de São Paulo,2021,2,202102,2021-01-10,10227,6,4687,5540,10227,0,0
Influenza,Estado de São Paulo,2021,3,202103,2021-01-17,9297,8,4194,5103,9297,0,0
Influenza,Estado de São Paulo,2021,4,202104,2021-01-24,8769,6,4010,4759,8769,0,0
Influenza,Estado de São Paulo,2021,5,202105,2021-01-31,9747,4,4551,5195,9747,0,0
Influenza,Estado de São Paulo,2021,6,202106,2021-02-07,10186,2,4615,5570,10186,0,0
Influenza,Estado de São Paulo,2021,7,202107,2021-02-14,13276,14,5988,7288,13276,0,0
Influenza,Estado de São Paulo,2021,8,202108,2021-02-21,14349,14,6589,7760,14349,0,0
Influenza,Estado de São Paulo,2021,9,202109,2021-02-28,21169,8,9533,11636,21169,0,0
Influenza,Estado de São Paulo,2021,10,202110,2021-03-07,23407,10,10472,12935,23407,0,0
Influenza,Estado de São Paulo,2021,11,202111,2021-03-14,23525,17,10624,12901,23525,0,0
Influenza,Estado de São Paulo,2021,12,202112,2021-03-21,18032,8,8090,9941,18032,0,0
Influenza,Estado de São Paulo,2021,13,202113,2021-03-28,16060,5,7288,8772,16060,0,0
Influenza,Estado de São Paulo,2021,14,202114,2021-04-04,15089,9,6890,8199,15089,0,0
Influenza,Estado de São Paulo,2021,15,202115,2021-04-11,13385,10,5903,7481,13385,0,0
Influenza,Estado de São Paulo,2021,16,202116,2021-04-18,13659,11,5924,7735,13659,0,0
Influenza,Estado de São Paulo,2021,17,202117,2021-04-25,14541,8,6266,8275,14541,0,0
Influenza,Estado de São Paulo,2021,18,202118,2021-05-02,14733,11,6435,8298,14733,0,0
Influenza,Estado de São Paulo,2021,19,202119,2021-05-09,16868,5,7315,9553,16868,0,0
Influenza,Estado de São Paulo,2021,20,202120,2021-05-16,16839,15,7116,9723,16839,0,0
Influenza,Estado de São Paulo,2021,21,202121,2021-05-23,17592,19,7378,10214,17592,0,0
Influenza,Estado de São Paulo,2021,22,202122,2021-05-30,17701,15,7390,10311,17701,0,0
Influenza,Estado de São Paulo,2021,23,202123,2021-06-06,15223,11,6505,8718,15223,0,0
Influenza,Estado de São Paulo,2021,24,202124,2021-06-13,13151,22,5489,7661,13151,0,0
Influenza,Estado de São Paulo,2021,25,202125,2021-06-20,11504,12,4888,6616,11504,0,0
Influenza,Estado de São Paulo,2021,26,202126,2021-06-27,10222,5,4306,5916,10222,0,0
Influenza,Estado de São Paulo,2021,27,202127,2021-07-04,9080,12,3916,5164,9080,0,0
Influenza,Estado de São Paulo,2021,28,202128,2021-07-11,7459,6,3300,4159,7459,0,0
Influenza,Estado de São Paulo,2021,29,202129,2021-07-18,7076,5,3181,3895,7076,0,0
Influenza,Estado de São Paulo,2021,30,202130,2021-07-25,6051,8,2729,3322,6051,0,0
Influenza,Estado de São Paulo,2021,31,202131,2021-08-01,6470,6,2947,3523,6470,0,0
Influenza,Estado de São Paulo,2021,32,202132,2021-08-08,5410,4,2478,2932,5410,0,0
Influenza,Estado de São Paulo,2021,33,202133,2021-08-15,5063,7,2406,2657,5063,0,0
Influenza,Estado de São Paulo,2021,34,202134,2021-08-22,4359,7,2099,2260,4359,0,0
Influenza,Estado de São Paulo,2021,35,202135,2021-08-29,4435,7,2090,2345,4435,0,0
Influenza,Estado de São Paulo,2021,36,202136,2021-09-05,4163,9,1948,2215,4163,0,0
Influenza,Estado de São Paulo,2021,37,202137,2021-09-12,3952,12,1896,2056,3952,0,0
Influenza,Estado de São Paulo,2021,38,202138,2021-09-19,3860,5,1797,2062,3860,0,0
Influenza,Estado de São Paulo,2021,39,202139,2021-09-26,3753,11,1791,1962,3753,0,0
Influenza,Estado de São Paulo,2021,40,202140,2021-10-03,3148,11,1533,1615,3148,0,0
Influenza,Estado de São Paulo,2021,41,202141,2021-10-10,3245,12,1570,1675,3245,0,0
Influenza,Estado de São Paulo,2021,42,202142,2021-10-17,2912,11,1346,1566,2912,0,0
Influenza,Estado de São Paulo,2021,43,202143,2021-10-24,2747,8,1328,1419,2747,0,0
Influenza,Estado de São Paulo,2021,44,202144,2021-10-31,2956,17,1396,1560,2956,0,0
Influenza,Estado de São Paulo,2021,45,202145,2021-11-07,2661,11,1289,1372,2661,0,0
Influenza,Estado de São Paulo,2021,46,202146,2021-11-14,2872,20,1399,1473,2872,0,0
Influenza,Estado de São Paulo,2021,47,202147,2021-11-21,2573,49,1257,1316,2573,0,0
Influenza,Estado de São Paulo,2021,48,202148,2021-11-28,2706,112,1268,1438,2706,0,0
Influenza,Estado de São Paulo,2021,49,202149,2021-12-05,3113,362,1534,1579,3113,0,0
Influenza,Estado de São Paulo,2021,50,202150,2021-12-12,4128,1041,2137,1991,4128,0,0
Influenza,Estado de São Paulo,2021,51,202151,2021-12-19,5546,1483,2983,2563,5546,0,0
Influenza,Estado de São Paulo,2021,52,202152,2021-12-26,6878,1339,3737,3141,6878,0,0
Influenza,Estado de São Paulo,2022,1,202201,2022-01-02,8519,916,4425,4094,8519,0,0
Influenza,Estado de São Paulo,2022,2,202202,2022-01-09,10037,421,4915,5122,10037,0,0
Influenza,Estado de São Paulo,2022,3,202203,2022-01-16,10418,154,5024,5394,10418,0,0
Influenza,Estado de São Paulo,2022,4,202204,2022-01-23,7897,51,3816,4081,7897,0,0
Influenza,Estado de São Paulo,2022,5,202205,2022-01-30,6229,44,3002,3227,6229,0,0
Influenza,Estado de São Paulo,2022,6,202206,2022-02-06,4519,35,2157,2362,4519,0,0
Influenza,Estado de São Paulo,2022,7,202207,2022-02-13,3621,20,1728,1893,3621,0,0
Influenza,Estado de São Paulo,2022,8,202208,2022-02-20,2946,24,1417,1529,2946,0,0
Influenza,Estado de São Paulo,2022,9,202209,2022-02-27,2669,34,1239,1430,2669,0,0
Influenza,Estado de São Paulo,2022,10,202210,2022-03-06,2153,18,1025,1128,2153,0,0
Influenza,Estado de São Paulo,2022,11,202211,2022-03-13,1992,28,949,1043,1992,0,0
Influenza,Estado de São Paulo,2022,12,202212,2022-03-20,2184,24,1020,1164,2184,0,0
Influenza,Estado de São Paulo,2022,13,202213,2022-03-27,2009,13,930,1079,2009,0,0
Influenza,Estado de São Paulo,2022,14,202214,2022-04-03,2051,20,978,1073,2051,0,0
Influenza,Estado de São Paulo,2022,15,202215,2022-04-10,1990,19,963,1027,1990,0,0
Influenza,Estado de São Paulo,2022,16,202216,2022-04-17,2169,34,1059,1110,2169,0,0
Influenza,Estado de São Paulo,2022,17,202217,2022-04-24,2069,23,977,1092,2069,0,0
Influenza,Estado de São Paulo,2022,18,202218,2022-05-01,2380,30,1195,1185,2380,0,0
Influenza,Estado de São Paulo,2022,19,202219,2022-05-08,2669,33,1347,1322,2669,0,0
Influenza,Estado de São Paulo,2022,20,202220,2022-05-15,3086,41,1557,1529,3086,0,0
Influenza,Estado de São Paulo,2022,21,202221,2022-05-22,3929,41,2003,1926,3929,0,0
Influenza,Estado de São Paulo,2022,22,202222,2022-05-29,4295,28,2099,2196,4295,0,0
Influenza,Estado de São Paulo,2022,23,202223,2022-06-05,4233,29,2173,2060,4233,0,0
Influenza,Estado de São Paulo,2022,24,202224,2022-06-12,4156,21,2136,2020,4156,0,0
Influenza,Estado de São Paulo,2022,25,202225,2022-06-19,4357,32,2171,2186,4357,0,0
Influenza,Estado de São Paulo,2022,26,202226,2022-06-26,4086,24,2071,2015,4086,0,0
Influenza,Estado de São Paulo,2022,27,202227,2022-07-03,3458,26,1701,1757,3458,0,0
Influenza,Estado de São Paulo,2022,28,202228,2022-07-10,3003,19,1467,1536,3003,0,0
Influenza,Estado de São Paulo,2022,29,202229,2022-07-17,2204,16,1133,1071,2204,0,0
Influenza,Estado de São Paulo,2022,30,202230,2022-07-24,1798,18,888,910,1798,0,0
Influenza,Estado de São Paulo,2022,31,202231,2022-07-31,2001,18,977,1024,2001,0,0
Influenza,Estado de São Paulo,2022,32,202232,2022-08-07,1847,15,909,938,1847,0,0
Influenza,Estado de São Paulo,2022,33,202233,2022-08-14,1871,26,905,966,1871,0,0
Influenza,Estado de São Paulo,2022,34,202234,2022-08-21,1613,37,766,847,1613,0,0
Influenza,Estado de São Paulo,2022,35,202235,2022-08-28,1548,71,731,817,1548,0,0
Influenza,Estado de São Paulo,2022,36,202236,2022-09-04,1573,116,748,825,1573,0,0
Influenza,Estado de São Paulo,2022,37,202237,2022-09-11,1457,161,722,735,1457,0,0
Influenza,Estado de São Paulo,2022,38,202238,2022-09-18,1587,202,758,829,1587,0,0
Influenza,Estado de São Paulo,2022,39,202239,2022-09-25,1613,213,805,808,1613,0,0
Influenza,Estado de São Paulo,2022,40,202240,2022-10-02,1613,198,800,813,1613,0,0
Influenza,Estado de São Paulo,2022,41,202241,2022-10-09,1648,151,807,841,1648,0,0
Influenza,Estado de São Paulo,2022,42,202242,2022-10-16,1642,125,795,847,1642,0,0
Influenza,Estado de São Paulo,2022,43,202243,2022-10-23,1618,92,822,796,1618,0,0
Influenza,Estado de São Paulo,2022,44,202244,2022-10-30,1926,58,957,969,1926,0,0
Influenza,Estado de São Paulo,2022,45,202245,2022-11-06,3003,55,1489,1514,3003,0,0
Influenza,Estado de São Paulo,2022,46,202246,2022-11-13,3228,51,1669,1559,3228,0,0
Influenza,Estado de São Paulo,2022,47,202247,2022-11-20,2850,36,1407,1443,2850,0,0
Influenza,Estado de São Paulo,2022,48,202248,2022-11-27,2568,14,1320,1248,2568,0,0
Influenza,Estado de São Paulo,2022,49,202249,2022-12-04,2593,24,1292,1301,2593,0,0
Influenza,Estado de São Paulo,2022,50,202250,2022-12-11,2439,23,1240,1199,2439,0,0
Influenza,Estado de São Paulo,2022,51,202251,2022-12-18,2244,19,1122,1122,2244,0,0
Influenza,Estado de São Paulo,2022,52,202252,2022-12-25,1959,19,986,973,1959,0,0
Influenza,Estado de São Paulo,2023,1,202301,2023-01-01,1710,13,859,850,1710,0,0
Influenza,Estado de São Paulo,2023,2,202302,2023-01-08,1399,14,678,721,1399,0,0
Influenza,Estado de São Paulo,2023,3,202303,2023-01-15,1340,21,645,695,1340,0,0
Influenza,Estado de São Paulo,2023,4,202304,2023-01-22,1213,12,611,602,1213,0,0
Influenza,Estado de São Paulo,2023,5,202305,2023-01-29,1483,34,713,770,1483,0,0
Influenza,Estado de São Paulo,2023,6,202306,2023-02-05,2024,44,960,1064,2024,0,0
Influenza,Estado de São Paulo,2023,7,202307,2023-02-12,2377,35,1150,1227,2377,0,0
Influenza,Estado de São Paulo,2023,8,202308,2023-02-19,2171,70,1045,1126,2171,0,0
Influenza,Estado de São Paulo,2023,9,202309,2023-02-26,2288,90,1078,1210,2288,0,0
Influenza,Estado de São Paulo,2023,10,202310,2023-03-05,2451,83,1185,1266,2451,0,0
Influenza,Estado de São Paulo,2023,11,202311,2023-03-12,2448,121,1244,1204,2448,0,0
Influenza,Estado de São Paulo,2023,12,202312,2023-03-19,2452,164,1207,1245,2452,0,0
Influenza,Estado de São Paulo,2023,13,202313,2023-03-26,2183,166,1064,1119,2183,0,0
Influenza,Estado de São Paulo,2023,14,202314,2023-04-02,1907,181,945,962,1907,0,0
Influenza,Estado de São Paulo,2023,15,202315,2023-04-09,1995,210,962,1033,1995,0,0
Influenza,Estado de São Paulo,2023,16,202316,2023-04-16,1699,202,838,861,1699,0,0
Influenza,Estado de São Paulo,2023,17,202317,2023-04-23,1619,203,774,845,1619,0,0
Influenza,Estado de São Paulo,2023,18,202318,2023-04-30,1821,257,905,916,1821,0,0
Influenza,Estado de São Paulo,2023,19,202319,2023-05-07,1696,240,839,857,1696,0,0
Influenza,Estado de São Paulo,2023,20,202320,2023-05-14,1880,269,946,934,1880,0,0
Influenza,Estado de São Paulo,2023,21,202321,2023-05-21,1880,298,902,978,1880,0,0
Influenza,Estado de São Paulo,2023,22,202322,2023-05-28,1701,224,876,825,1701,0,0
Influenza,Estado de São Paulo,2023,23,202323,2023-06-04,1573,207,735,838,1573,0,0
Influenza,Estado de São Paulo,2023,24,202324,2023-06-11,1436,147,704,732,1436,0,0
Influenza,Estado de São Paulo,2023,25,202325,2023-06-18,1588,116,782,806,1588,0,0
Influenza,Estado de São Paulo,2023,26,202326,2023-06-25,1535,71,746,789,1535,0,0
Influenza,Estado de São Paulo,2023,27,202327,2023-07-02,1418,70,716,702,1418,0,0
Influenza,Estado de São Paulo,2023,28,202328,2023-07-09,1206,63,575,631,1206,0,0
Influenza,Estado de São Paulo,2023,29,202329,2023-07-16,978,34,463,515,978,0,0
Influenza,Estado de São Paulo,2023,30,202330,2023-07-23,998,24,519,479,998,0,0
Influenza,Estado de São Paulo,2023,31,202331,2023-07-30,1184,33,587,597,1184,0,0
Influenza,Estado de São Paulo,2023,32,202332,2023-08-06,1246,23,586,660,1246,0,0
Influenza,Estado de São Paulo,2023,33,202333,2023-08-13,1268,18,590,678,1268,0,0
Influenza,Estado de São Paulo,2023,34,202334,2023-08-20,1146,21,549,597,1146,0,0
Influenza,Estado de São Paulo,2023,35,202335,2023-08-27,1133,14,569,564,1133,0,0
Influenza,Estado de São Paulo,2023,36,202336,2023-09-03,1129,12,585,544,1129,0,0
Influenza,Estado de São Paulo,2023,37,202337,2023-09-10,1234,10,596,638,1234,0,0
Influenza,Estado de São Paulo,2023,38,202338,2023-09-17,1327,15,659,668,1327,0,0
Influenza,Estado de São Paulo,2023,39,202339,2023-09-24,1281,6,647,634,1281,0,0
Influenza,Estado de São Paulo,2023,40,202340,2023-10-01,1472,15,739,733,1472,0,0
Influenza,Estado de São Paulo,2023,41,202341,2023-10-08,1547,15,722,825,1547,0,0
Influenza,Estado de São Paulo,2023,42,202342,2023-10-15,1716,20,842,874,1716,0,0
Influenza,Estado de São Paulo,2023,43,202343,2023-10-22,1731,12,857,874,1731,0,0
Influenza,Estado de São Paulo,2023,44,202344,2023-10-29,1452,18,742,710,1452,0,0
Influenza,Estado de São Paulo,2023,45,202345,2023-11-05,1346,14,679,667,1346,0,0
Influenza,Estado de São Paulo,2023,46,202346,2023-11-12,1214,8,598,616,1214,0,0
Influenza,Estado de São Paulo,2023,47,202347,2023-11-19,1015,8,463,552,1015,0,0
Influenza,Estado de São Paulo,2023,48,202348,2023-11-26,907,10,443,464,907,0,0
Influenza,Estado de São Paulo,2023,49,202349,2023-12-03,872,13,424,448,872,0,0
Influenza,Estado de São Paulo,2023,50,202350,2023-12-10,849,14,403,446,849,0,0
Influenza,Estado de São Paulo,2023,51,202351,2023-12-17,663,8,312,351,663,0,0
Influenza,Estado de São Paulo,2023,52,202352,2023-12-24,618,13,299,319,618,0,0
Influenza,Estado de São Paulo,2024,1,202401,2024-01-07,724,16,375,349,724,0,0
Influenza,Estado de São Paulo,2024,2,202402,2024-01-14,570,18,287,283,570,0,0
Influenza,Estado de São Paulo,2024,3,202403,2024-01-21,627,17,294,333,627,0,0
Influenza,Estado de São Paulo,2024,4,202404,2024-01-28,690,21,334,356,690,0,0
Influenza,Estado de São Paulo,2024,5,202405,2024-02-04,916,42,450,466,916,0,0
Influenza,Estado de São Paulo,2024,6,202406,2024-02-11,1179,46,601,578,1179,0,0
Influenza,Estado de São Paulo,2024,7,202407,2024-02-18,1404,64,715,689,1404,0,0
Influenza,Estado de São Paulo,2024,8,202408,2024-02-25,1697,92,884,813,1697,0,0
Influenza,Estado de São Paulo,2024,9,202409,2024-03-03,1682,87,825,857,1682,0,0
Influenza,Estado de São Paulo,2024,10,202410,2024-03-10,1483,103,703,780,1483,0,0
Influenza,Estado de São Paulo,2024,11,202411,2024-03-17,1561,128,749,812,1561,0,0
Influenza,Estado de São Paulo,2024,12,202412,2024-03-24,1412,143,672,740,1412,0,0
Influenza,Estado de São Paulo,2024,13,202413,2024-03-31,1494,171,721,773,1494,0,0
Influenza,Estado de São Paulo,2024,14,202414,2024-04-07,1849,250,908,941,1849,0,0
Influenza,Estado de São Paulo,2024,15,202415,2024-04-14,1880,312,884,996,1880,0,0
Influenza,Estado de São Paulo,2024,16,202416,2024-04-21,1929,329,905,1024,1929,0,0
Influenza,Estado de São Paulo,2024,17,202417,2024-04-28,1829,319,887,942,1829,0,0
Influenza,Estado de São Paulo,2024,18,202418,2024-05-05,1708,292,849,859,1708,0,0
Influenza,Estado de São Paulo,2024,19,202419,2024-05-12,1500,253,730,770,1500,0,0
Influenza,Estado de São Paulo,2024,20,202420,2024-05-19,1495,245,743,751,1495,0,0
Influenza,Estado de São Paulo,2024,21,202421,2024-05-26,1371,200,669,702,1371,0,0
Influenza,Estado de São Paulo,2024,22,202422,2024-06-02,1378,220,709,669,1378,0,0
Influenza,Estado de São Paulo,2024,23,202423,2024-06-09,1578,250,762,816,1578,0,0
Influenza,Estado de São Paulo,2024,24,202424,2024-06-16,1640,243,801,838,1640,0,0
Influenza,Estado de São Paulo,2024,25,202425,2024-06-23,1639,278,813,825,1639,0,0
Influenza,Estado de São Paulo,2024,26,202426,2024-06-30,1424,235,695,729,1424,0,0
Influenza,Estado de São Paulo,2024,27,202427,2024-07-07,1457,255,714,743,1457,0,0
Influenza,Estado de São Paulo,2024,28,202428,2024-07-14,1175,178,579,596,1175,0,0
Influenza,Estado de São Paulo,2024,29,202429,2024-07-21,1140,147,565,575,1140,0,0
Influenza,Estado de São Paulo,2024,30,202430,2024-07-28,1137,135,576,561,1137,0,0
Influenza,Estado de São Paulo,2024,31,202431,2024-08-04,1204,122,608,594,1204,0,0
Influenza,Estado de São Paulo,2024,32,202432,2024-08-11,1455,72,684,770,1455,0,0
Influenza,Estado de São Paulo,2024,33,202433,2024-08-18,1686,137,855,831,1686,0,0
Influenza,Estado de São Paulo,2024,34,202434,2024-08-25,1817,159,916,900,1817,0,0
Influenza,Estado de São Paulo,2024,35,202435,2024-09-01,1621,149,822,799,1621,0,0
Influenza,Estado de São Paulo,2024,36,202436,2024-09-08,1622,164,818,803,1622,0,0
Influenza,Estado de São Paulo,2024,37,202437,2024-09-15,1541,204,798,743,1541,0,0
Influenza,Estado de São Paulo,2024,38,202438,2024-09-22,1360,198,676,684,1360,0,0
